1 0.00385593 0.000165316 1.79769e+308 1.79769e+308 inf inf
2 0.00972548 0.00100213 1.79769e+308 1.79769e+308 inf inf
3 0.00043822 0.00146556 0.00100213 0.00300689 19.8647 34.4095
4 0.000307991 0.000172766 0.00146556 0.000807699 24.0227 17.8338
5 0.00503423 0.000648426 0.000172766 0.000373029 8.24801 12.1197
6 0.000256661 0.000638562 0.000172766 0.000373029 8.24801 12.1197
7 0.000192537 0.000216795 0.000172766 0.000373029 8.24801 12.1197
8 0.000152706 5.651e-05 0.000172766 0.000373029 8.24801 12.1197
9 0.000235288 6.29763e-05 5.651e-05 0.000209647 4.71718 9.08584
10 0.000101111 0.000124083 5.651e-05 0.000209647 4.71718 9.08584
11 0.000117164 6.67911e-05 5.651e-05 0.000209647 4.71718 9.08584
12 9.27866e-05 0.00015322 6.67911e-05 0.000139039 5.12837 7.39926
13 5.87359e-05 3.10189e-05 6.67911e-05 0.000139039 5.12837 7.39926
14 0.00014572 6.6825e-05 3.10189e-05 0.000114245 3.49489 6.70715
15 7.14104e-05 3.08805e-05 3.10189e-05 0.000114245 3.49489 6.70715
16 0.00018468 4.41887e-05 3.10189e-05 0.000114245 3.49489 6.70715
17 7.33151e-05 9.31121e-05 3.10189e-05 0.000114245 3.49489 6.70715
18 6.84355e-05 7.19745e-05 3.10189e-05 0.000114245 3.49489 6.70715
19 6.23683e-05 0.000229246 3.10189e-05 0.000114245 3.49489 6.70715
20 9.80871e-05 2.62658e-05 3.10189e-05 0.000114245 3.49489 6.70715
21 6.04297e-05 2.2171e-05 2.62658e-05 0.000104304 3.216 6.40872
22 5.4011e-05 2.36362e-05 2.2171e-05 9.29985e-05 2.9547 6.05143
23 5.96702e-05 2.88347e-05 2.36362e-05 8.90511e-05 3.05077 5.92161
24 4.74559e-05 0.00010451 2.36362e-05 8.90511e-05 3.05077 5.92161
25 5.24796e-05 2.17243e-05 2.36362e-05 8.90511e-05 3.05077 5.92161
26 5.95934e-05 7.02851e-05 2.17243e-05 8.1711e-05 2.92478 5.67232
27 5.24956e-05 2.12835e-05 2.17243e-05 8.1711e-05 2.92478 5.67232
28 4.45836e-05 3.15386e-05 2.12835e-05 7.89823e-05 2.89496 5.5768
29 4.63355e-05 5.10841e-05 2.12835e-05 7.89823e-05 2.89496 5.5768
30 0.000102776 6.20113e-05 2.12835e-05 7.89823e-05 2.89496 5.5768
31 4.04294e-05 2.16955e-05 2.12835e-05 7.89823e-05 2.89496 5.5768
32 4.33319e-05 1.98253e-05 2.12835e-05 7.89823e-05 2.89496 5.5768
33 4.49331e-05 1.85169e-05 1.98253e-05 7.67935e-05 2.79402 5.49898
34 7.78444e-05 2.69716e-05 1.85169e-05 7.33044e-05 2.70025 5.37261
35 4.03767e-05 9.52069e-05 1.85169e-05 7.33044e-05 2.70025 5.37261
36 4.13841e-05 2.20576e-05 1.85169e-05 7.33044e-05 2.70025 5.37261
37 4.95364e-05 1.811e-05 1.85169e-05 7.33044e-05 2.70025 5.37261
